Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.tagline [single_line_text_field],Metafield: custom.key_benefits [list.single_line_text_field],Metafield: custom.best_for [single_line_text_field]
supreme-light-uniforming-serum-lightening-serum,Supreme Light Uniforming Serum: lightening serum,"<p>Supreme Light Uniforming Serum: lightening serum from the CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to face, neck and decolleté and massage until fully absorbed. Repeat morning and evening.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), GLYCERIN, PROPYLENE GLYCOL, POTASSIUM AZELOYL DIGLYCINATE, PHENOXYETHANOL, TRIETHANOLAMINE, SACCHARIDE ISOMERATE, BUTYLENE GLYCOL, ASCORBYL TETRAISOPALMITATE, PPG-26-BUTETH-26, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, ATRACTYLODES MACROCEPHALA ROOT EXTRACT, BUPLEURUM FALCATUM ROOT EXTRACT, SODIUM POLYACRYLATE, PEG-40 HYDROGENATED CASTOR OIL, ETHYLHEXYLGLYCERIN, SODIUM HYALURONATE, TETRASODIUM EDTA, XANTHAN GUM, POLYMETHYL METHACRYLATE, CARNOSINE, CI 77891 (TITANIUM DIOXIDE), OLEA EUROPAEA (OLIVE) FRUIT OIL, PARFUM (FRAGRANCE), TRICAPRYLIN, PLANKTON EXTRACT, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, CITRIC ACID, SODIUM CITRATE, BHT, HEXYL CINNAMAL, GERANIOL, CITRONELLOL</p>",DIBI Milano,Creams And Serum Anti Wrinkle White Science,"CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE, Hydrating, Brightening",TRUE,Title,Default Title,SUPREME-LIGHT-UNIFORMING-SERUM-L,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-serum_1.jpg,1,Supreme Light Uniforming Serum: lightening serum,active,Brightening science that evens tone and reduces the look of wrinkles.,"[""Evens skin tone and reduces dark spots"",""Smooths the look of fine wrinkles"",""Boosts overall radiance"",""Improves clarity over time""]",Dull or Uneven Skin Tone
supreme-light-uniforming-serum-lightening-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-serum_2.jpg,2,Supreme Light Uniforming Serum: lightening serum,,,,
supreme-light-uniforming-serum-lightening-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-serum_3.jpg,3,Supreme Light Uniforming Serum: lightening serum,,,,
12h-supreme-light-spot-removal-cream,12h Supreme Light Spot-Removal Cream,"<p>12h Supreme Light Spot-Removal Cream from the CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply every day to face, neck and decolleté, massaging until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-15 ALKYL BENZOATE, CETEARYL ALCOHOL, CAPRYLYL METHICONE, COCO-CAPRYLATE/CAPRATE, PALMITIC ACID, STEARIC ACID, C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER, DIMETHICONE, POLYMETHYLSILSESQUIOXANE, PHENOXYETHANOL, SACCHARIDE ISOMERATE, ASCORBYL TETRAISOPALMITATE, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, ATRACTYLOIDES MACROCEPHALA ROOT EXTRACT, BUPLEURUM FALCATUM ROOT EXTRACT, POTASSIUM AZELOYL DIGLYCINATE, BUTYLENE GLYCOL, ETHYLHEXYLGLYCERIN, CARBOMER, TETRASODIUM EDTA, PARFUM (FRAGRANCE), SODIUM DEHYDROACETATE, SODIUM HYDROXIDE, POLYMETHYL METHACRYLATE, CARNOSINE, TRICAPRYLIN, CITRIC ACID, PLANKTON EXTRACT, SODIUM CITRATE, HEXYL CINNAMAL, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, GERANIOL, CITRONELLOL, BHT, LINALOOL, ALPHA-ISOMETHYL IONONE, LIMONENE</p>",DIBI Milano,Creams And Serum Anti Wrinkle White Science,"CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE, Brightening",TRUE,Title,Default Title,12H-SUPREME-LIGHT-SPOT-REMOVAL-C,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/12h-long-lasting-supreme-light-spot_1.jpg,1,12h Supreme Light Spot-Removal Cream,active,Brightening science that evens tone and reduces the look of wrinkles.,"[""Evens skin tone and reduces dark spots"",""Smooths the look of fine wrinkles"",""Boosts overall radiance"",""Improves clarity over time""]",Dull or Uneven Skin Tone
12h-supreme-light-spot-removal-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/12h-long-lasting-supreme-light-spot_2.jpg,2,12h Supreme Light Spot-Removal Cream,,,,
12h-supreme-light-spot-removal-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/12h-long-lasting-supreme-light-spot_3.jpg,3,12h Supreme Light Spot-Removal Cream,,,,
supreme-light-ultra-active-uniforming-spray-tonic,Supreme Light Ultra-Active Uniforming* Spray Tonic,"<p>Supreme Light Ultra-Active Uniforming* Spray Tonic from the CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to cleansed face, neck and decolleté.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), BUTYLENE GLYCOL, PHENOXYETHANOL, PPG-26-BUTETH-26, POTASSIUM AZELOYL DIGLYCINATE, MAGNESIUM ASCORBYL PHOSPHATE, PEG-40 HYDROGENATED CASTOR OIL, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, ATRACTYLOIDES MACROCEPHALA ROOT EXTRACT, BUPLEURUM FALCATUM ROOT EXTRACT, ETHYLHEXYLGLYCERIN, PARFUM (FRAGRANCE), CITRIC ACID, HEXYL CINNAMAL, GERANIOL, CITRONELLOL</p>",DIBI Milano,Creams And Serum Anti Wrinkle White Science,"CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE, Brightening",TRUE,Title,Default Title,SUPREME-LIGHT-ULTRA-ACTIVE-UNIFO,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-ultra-active-uniforming_1.jpg,1,Supreme Light Ultra-Active Uniforming* Spray Tonic,active,Brightening science that evens tone and reduces the look of wrinkles.,"[""Evens skin tone and reduces dark spots"",""Smooths the look of fine wrinkles"",""Boosts overall radiance"",""Improves clarity over time""]",Dull or Uneven Skin Tone
supreme-light-ultra-active-uniforming-spray-tonic,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-ultra-active-uniforming_2.jpg,2,Supreme Light Ultra-Active Uniforming* Spray Tonic,,,,
supreme-light-ultra-active-uniforming-spray-tonic,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-ultra-active-uniforming_3.jpg,3,Supreme Light Ultra-Active Uniforming* Spray Tonic,,,,
supreme-light-uniforming-eco-mousse-cleanser,Supreme Light Uniforming* Eco-Mousse Cleanser,"<p>Supreme Light Uniforming* Eco-Mousse Cleanser from the CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Gently massage on face, neck and decolleté, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), DISODIUM LAURETH SULFOSUCCINATE, SODIUM COCOAMPHOACETATE, GLYCERIN, PHENOXYETHANOL, POTASSIUM AZELOYL DIGLYCINATE, PPG-26-BUTETH-26, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, ATRACTYLOIDES MACROCEPHALA ROOT EXTRACT, BUPLEURUM FALCATUM ROOT EXTRACT, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, PEG-40 HYDROGENATED CASTOR OIL, CITRIC ACID, PARFUM (FRAGRANCE), SODIUM BENZOATE</p>",DIBI Milano,Creams And Serum Anti Wrinkle White Science,CREAMS AND SERUM ANTI WRINKLE WHITE SCIENCE,TRUE,Title,Default Title,SUPREME-LIGHT-UNIFORMING-ECO-MOU,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-eco-mousse_1.jpg,1,Supreme Light Uniforming* Eco-Mousse Cleanser,active,Brightening science that evens tone and reduces the look of wrinkles.,"[""Evens skin tone and reduces dark spots"",""Smooths the look of fine wrinkles"",""Boosts overall radiance"",""Improves clarity over time""]",Dull or Uneven Skin Tone
supreme-light-uniforming-eco-mousse-cleanser,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-eco-mousse_2.jpg,2,Supreme Light Uniforming* Eco-Mousse Cleanser,,,,
supreme-light-uniforming-eco-mousse-cleanser,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/supreme-light-uniforming-eco-mousse_3.jpg,3,Supreme Light Uniforming* Eco-Mousse Cleanser,,,,
